brand,phone_name,text,network,4g_bands,4g_band_count,5g_bands,5g_band_count,released_year,height_width_depth,height,width,depth,weight,resolution,ppi,display_width,display_height,display_ppi,display_size_str,display_size,display_type,os,chipset,ram,storage,type,main_camera,selfie_camera,bluetooth,battery,price
huawei,P50 Pocket,"network technology gsm / cdma / hspa / cdma2000 / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 cdma 800 3g bands hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100 cdma2000 1x 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - international 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - china speed hspa, lte-a launch announced 2021, december 23 status available. released 2021, december 23 body dimensions unfolded: 170 x 75.5 x 7.2 mm folded: 87.3 x 75.5 x 15.2 mm weight 190 g (6.70 oz) sim dual sim (nano-sim, dual stand-by) display type foldable oled, 1b colors, 120hz size 6.9 inches, 109.2 cm2 (~85.1% screen-to-body ratio) resolution 1188 x 2790 pixels, 21:9 ratio (~442 ppi density) cover display:
oled, 1.04 inch, 340 x 340 pixels, 328 ppi platform os harmonyos 2.0 (china), emui 12 (europe), no google play services chipset qualcomm sm8350 snapdragon 888 4g (5 nm) cpu octa-core (1x2.84 ghz cortex-x1 & 3x2.42 ghz cortex-a78 & 4x1.80 ghz cortex-a55) gpu adreno 660 memory card slot nm (nano memory), up to 256gb (uses shared sim slot) internal 256gb 8gb ram, 256gb 12gb ram, 512gb 8gb ram, 512gb 12gb ram main camera triple 40 mp, f/1.8, (wide), pdaf, laser af
13 mp, f/2.2, 120˚ (ultrawide), af
32 mp, f/1.8, (wide), 1/3.14"", 0.7µm, af features led flash, hdr, panorama video 4k@30/60fps, 1080p@30/120/240fps, gyro-eis selfie camera single 10.7 mp, f/2.2, (ultrawide) features hdr, panorama video 4k@30/60fps, 1080p@30/60/120/240fps sound loudspeaker yes, with stereo speakers 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/ac/6, dual-band, wi-fi direct bluetooth 5.2, a2dp, le positioning gps (l1+l5), glonass (l1), bds (b1i+b1c+b2a), galileo (e1+e5a), qzss (l1+l5), navic (l5) nfc yes radio no usb usb type-c 2.0, otg features sensors fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum uv illuminator battery type li-po 4000 mah, non-removable charging 40w wired
5w reverse wired misc colors black, gold, silver models bal-al00, bal-l49 price $ 1,170.00 / £ 1,581.75 / € 449.45 tests performance antutu: 768513 (v9)
geekbench: 3077 (v5.1)
gfxbench: 40fps (es 3.1 onscreen) display contrast ratio: infinite (nominal) camera photo / video loudspeaker -30.1 lufs (below average) battery (old) endurance rating 66h ",lte,1 2 3 4 5 7 8 12 17 18 19 20 26 28 32 34 38 39 40,19,0,0,2021,170 75.5 7.2,170.0,75.5,7.2,190,0 0,0,0.0,0.0,0.0,6.9,6.9,oled 120hz,harmony2.0,snapdragon888,12gb  8gb ,256gb 512gb,0,40mp,7mp,bluetooth5.2,4000mah,39961.0
huawei,nova 9 Pro,"network technology gsm / cdma / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 cdma 800 3g bands hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41 speed hspa, lte-a, 5g launch announced 2021, september 23 status available. released 2021, september 30 body dimensions 163.4 x 74.4 x 8 mm (6.43 x 2.93 x 0.31 in) weight 186 g (6.56 oz) sim dual sim (nano-sim, dual stand-by) display type oled, 1b colors, hdr10, 120hz size 6.72 inches, 110.9 cm2 (~91.2% screen-to-body ratio) resolution 1236 x 2676 pixels, 19.5:9 ratio (~439 ppi density) platform os harmonyos 2.0 chipset qualcomm sm7325 snapdragon 778g 4g (6 nm) cpu octa-core (4x2.4 ghz kryo 670 & 4x1.8 ghz kryo 670) gpu adreno 642l memory card slot no internal 128gb 8gb ram, 256gb 8gb ram ufs main camera quad 50 mp, f/1.9, 23mm (wide), pdaf
8 mp, f/2.2, (ultrawide)
2 mp, f/2.4, (depth)
2 mp, f/2.4, (macro) features led flash, panorama, hdr video 4k, 1080p, 720p@960fps, gyro-eis selfie camera dual 32 mp, f/2.0, (wide)
32 mp, f/2.4, 100˚ (ultrawide) features hdr video 4k@30fps, 1080p@30fps, gyro-eis sound loudspeaker yes 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/a/6, dual-band, wi-fi direct bluetooth 5.2, a2dp, le positioning gps (l1+l5), glonass (l1), bds (b1i+b1c+b2a), galileo (e1+e5a), qzss (l1+l5), navic (l5) nfc yes radio no usb usb type-c 2.0, otg features sensors fingerprint (under display, optical), accelerometer, gyro, proximity, compass battery type li-po 4000 mah, non-removable charging 100w wired, 100% in 20 min (advertised)
reverse wired misc colors black, blue, green, violet models rte-al00, hebe-bd00 price about 460 eur ",lte,1 2 3 4 5 8 18 19 26 34 38 39 40,13,0,0,2021,163.4 74.4 8,163.4,74.4,8.0,186,1236 2676,439,1236.0,2676.0,439.0,6.7,6.7,oled 120hz,harmony2.0,snapdragon778g,8gb ,128gb 256gb,ufs,50mp,32mp,bluetooth5.2,4000mah,40940.0
huawei,nova 9,"network technology gsm / cdma / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) cdma 800 3g bands hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - europe 1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41 - china speed hspa, lte-a launch announced 2021, september 23 status available. released 2021, september 30 body dimensions 160 x 73.7 x 7.8 mm (6.30 x 2.90 x 0.31 in) weight 175 g (6.17 oz) sim single sim (nano-sim) or dual sim (nano-sim, dual stand-by) display type oled, 1b colors, 120hz, hdr10 size 6.57 inches, 106.0 cm2 (~89.9% screen-to-body ratio) resolution 1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density) platform os harmonyos 2.0 (china), emui 12 (europe), no google play services chipset qualcomm sm7325 snapdragon 778g 4g (6 nm) cpu octa-core (4x2.4 ghz kryo 670 & 4x1.8 ghz kryo 670) gpu adreno 642l memory card slot no internal 128gb 8gb ram, 256gb 8gb ram ufs main camera quad 50 mp, f/1.9, 23mm (wide), pdaf
8 mp, f/2.2, (ultrawide)
2 mp, f/2.4, (depth)
2 mp, f/2.4, (macro) features led flash, panorama, hdr video 4k, 1080p, 720p@960fps, gyro-eis selfie camera single 32 mp, f/2.0, (wide) features hdr video 4k@30fps, 1080p@30fps, 720p@240fps, gyro-eis sound loudspeaker yes 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/a/6, dual-band, wi-fi direct bluetooth 5.2, a2dp, le positioning gps (l1+l5), glonass (l1), bds (b1i+b1c+b2a), galileo (e1+e5a), qzss (l1+l5), navic (l5) nfc yes radio no usb usb type-c 2.0, otg features sensors fingerprint (under display, optical), accelerometer, gyro, proximity, compass battery type li-po 4300 mah, non-removable charging 66w wired, 60% in 18 min, 100% in 38 min (advertised)
reverse wired misc colors starry blue, black, green, violet models nam-al00, nam-lx9 price $ 580.45 / £ 220.00 / € 242.00 tests performance antutu: 469798 (v9)
geekbench: 2973 (v5.1)
gfxbench: 28fps (es 3.1 onscreen) display contrast ratio: infinite (nominal) camera photo / video loudspeaker -27.3 lufs (good) battery (old) endurance rating 96h ",lte,1 2 3 4 5 7 8 12 17 18 19 20 26 28 34 38 39 40 41,19,0,0,2021,160 73.7 7.8,160.0,73.7,7.8,175,1080 2340,392,1080.0,2340.0,392.0,6.6,6.6,oled 120hz,harmony2.0,snapdragon778g,8gb ,128gb 256gb,ufs,50mp,32mp,bluetooth5.2,4300mah,21538.0
huawei,nova 8,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) 3g bands hsdpa 800 / 850 / 900 / 1700(aws) / 1800 / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 28, 34, 38, 39, 40, 41 - ang-l22b, ang-l02b 1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - ang-l21b speed hspa, lte-a, 5g launch announced 2021, august 05 status available. released 2021, august 05 body dimensions 160.1 x 74.1 x 7.6 mm (6.30 x 2.92 x 0.30 in) weight 169 g (5.96 oz) sim single sim (nano-sim) or dual sim (nano-sim, dual stand-by) display type oled, 1b colors, hdr10, 90hz size 6.57 inches, 106.0 cm2 (~89.3% screen-to-body ratio) resolution 1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density) platform os android 11, emui 12, no google play services chipset kirin 820e (7nm) cpu hexa-core (3x2.22 ghz cortex-a76 & 3x1.84 ghz cortex-a55) gpu mali-g57 (6-core) memory card slot no internal 128gb 8gb ram, 256gb 8gb ram ufs main camera quad 64 mp, f/1.9, 26mm (wide), pdaf
8 mp, f/2.4, 120˚, 17mm (ultrawide)
2 mp, f/2.4, (depth)
2 mp, f/2.4, (macro) features led flash, panorama, hdr video 4k, 1080p, 720p@960fps, gyro-eis selfie camera single 32 mp, f/2.0, 26mm (wide) features hdr video 4k sound loudspeaker yes 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct bluetooth 5.0, a2dp, le positioning gps, glonass, bds, galileo, qzss nfc yes radio no usb usb type-c 2.0, otg features sensors fingerprint (under display, optical), accelerometer, gyro, proximity, compass battery type li-po 3800 mah, non-removable charging 66w wired, 60% in 15 min, 100% in 35 min (advertised)
5w reverse wired misc colors powder pink models ang-l02b, ang-l21b, ang-l22b, ang-lx1, ang-lx2 price about 420 eur ",lte,1 2 3 4 5 6 7 8 9 18 19 20 26 28 34 38 39 40,18,0,0,2021,160.1 74.1 7.6,160.1,74.1,7.6,169,1080 2340,392,1080.0,2340.0,392.0,6.6,6.6,oled 90hz,android11,kirin820e,8gb ,128gb 256gb,ufs,64mp,32mp,bluetooth5.0,3800mah,37380.0
huawei,Mate X2 4G,"network technology gsm / cdma / hspa / evdo / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 cdma 800 3g bands hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100 cdma2000 1xev-do 4g bands 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 speed hspa, lte-a, 5g launch announced 2021, june 28 status available. released 2021, july 15 body dimensions unfolded: 161.8 x 145.8 x 8.2 mmfolded: 161.8 x 74.6 x 14.7 mm weight 295 g (10.41 oz) build glass front, glass back, aluminum frame sim hybrid dual sim (nano-sim, dual stand-by) display type foldable oled, 90hz size 8.0 inches, 205.0 cm2 (~86.9% screen-to-body ratio) resolution 2200 x 2480 pixels (~414 ppi density) cover display:
oled, 90hz, 6.45 inches, 1160 x 2700 pixels platform os harmonyos 2.0 chipset kirin 9000 (5 nm) cpu octa-core (1x3.13 ghz cortex-a77 & 3x2.54 ghz cortex-a77 & 4x2.05 ghz cortex-a55) gpu mali-g78 mp24 memory card slot nm (nano memory), up to 256gb (uses shared sim slot) internal 256gb 8gb ram, 512gb 8gb ram ufs 3.x main camera quad 50 mp, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional pdaf, laser af, ois
12 mp, f/2.4, 70mm (telephoto), pdaf, ois, 3x optical zoom
8 mp, f/4.4, 240mm (periscope telephoto), pdaf, ois, 10x optical zoom
16 mp, f/2.2, 17mm (ultrawide), af features leica optics, led flash, panorama, hdr video 4k@30/60fps, 1080p@30/60fps, gyro-eis selfie camera single 16 mp, f/2.2, (wide) features hdr, panorama video 1080p@30fps sound loudspeaker yes, with stereo speakers 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/ac/6, dual-band, wi-fi direct bluetooth 5.2, a2dp, le positioning gps (l1+l5), glonass (l1), bds (b1i+b1c+b2a+b2b), galileo (e1+e5a+e5b), qzss (l1+l5), navic nfc yes infrared port yes radio no usb usb type-c 3.1, otg features sensors fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum battery type li-po 4500 mah, non-removable charging 55w wired misc colors black, white, light blue models tet-al00 price about 2290 eur ",lte,1 2 3 4 5 6 7 8 9 12 17 18 19 20 26 34 38 39 40,19,0,0,2021,161.8 145.8 8.2,161.8,145.8,8.2,295,0 0,0,0.0,0.0,0.0,8.0,8.0,oled 90hz,harmony2.0,kirin9000,8gb ,256gb 512gb,ufs3,50mp,16mp,bluetooth5.2,4500mah,25810.0
huawei,Mate 40 RS Porsche Design,"network technology gsm / hspa / lte / 5g 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) 3g bands hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 5g bands 1, 3, 28, 38, 40, 41, 77, 78, 79, 80, 84 sa/nsa/sub6 speed hspa, lte-a, 5g launch announced 2020, october 22 status available. released 2020, november 04 body dimensions 162.9 x 75.5 x 10.1 mm (6.41 x 2.97 x 0.40 in) weight 234 g (8.25 oz) build glass front, ceramic back, aluminum frame sim single sim (nano-sim) or hybrid dual sim (nano-sim, dual stand-by) ip68 dust/water resistant display type oled, hdr10, 90hz size 6.76 inches, 115.7 cm2 (~94.1% screen-to-body ratio) resolution 1344 x 2772 pixels, 18.5:9 ratio (~456 ppi density) platform os android 10, emui 11, no google play services chipset kirin 9000 5g (5 nm) cpu octa-core (1x3.13 ghz cortex-a77 & 3x2.54 ghz cortex-a77 & 4x2.05 ghz cortex-a55) gpu mali-g78 mp24 memory card slot nm (nano memory), up to 256gb (uses shared sim slot) internal 256gb 8gb ram, 256gb 12gb ram, 512gb 12gb ram sfs 1.0 main camera quad 50 mp, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional pdaf, laser af, ois
12 mp, f/2.4, (telephoto), pdaf, ois, 3x optical zoom
8 mp, f/4.4, 240mm (periscope telephoto), pdaf, ois, 10x optical zoom
20 mp, f/1.8, 18mm (ultrawide), pdaf
tof 3d, (depth) features leica optics, led flash, panorama, hdr video 4k@30/60fps, 1080p@30/60/120/240/480fps, 720p@960fps, 720p@3840fps, hdr, gyro-eis selfie camera single 13 mp, f/2.4, 18mm (ultrawide)
tof 3d, (depth/biometrics sensor) features hdr, panorama video 4k@30/60fps, 1080p@30/60/240fps sound loudspeaker yes, with stereo speakers 3.5mm jack no 32-bit/384khz audio comms wlan wi-fi 802.11 a/b/g/n/ac/6, dual-band, wi-fi direct bluetooth 5.2, a2dp, le positioning gps (l1+l5), glonass (l1), bds (b1i+b1c+b2a+b2b), galileo (e1+e5a+e5b), qzss (l1+l5), navic nfc yes infrared port yes radio no usb usb type-c 3.1, otg features sensors face id, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, infrared thermometer, color spectrum battery type li-po 4400 mah, non-removable charging 66w wired
50w wireless
5w reverse wireless misc colors ceramic white, ceramic black, collector edition models nop-an00 price about 1400 eur ",lte  5g,1 2 3 4 5 6 7 8 9 12 17 18 19 20 26 34 38 39 40,19,1 3 28 38 40 41 77 78 79 80,10,2020,162.9 75.5 10.1,162.9,75.5,10.1,234,1344 2772,456,1344.0,2772.0,456.0,6.8,6.8,oled 90hz,android10,kirin9000,12gb  8gb ,0 256gb 512gb,0,50mp,13mp,bluetooth5.2,4400mah,35600.0
huawei,Y7a,"network technology gsm / hspa / lte 2g bands gsm 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1900 / 2100 4g bands 1, 3, 5, 7, 8, 20, 28, 38, 40, 41 speed hspa, lte-a launch announced 2020, october 21 status available. released 2020, october 30 body dimensions 165.7 x 76.9 x 9.3 mm (6.52 x 3.03 x 0.37 in) weight 206 g (7.27 oz) sim dual sim (nano-sim, dual stand-by) display type ips lcd size 6.67 inches, 107.4 cm2 (~84.3% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) platform os android 10, emui 10.1, no google play services chipset kirin 710a (14 nm) cpu octa-core (4x2.0 ghz cortex-a73 & 4x1.7 ghz cortex-a53) gpu mali-g51 mp4 memory card slot microsdxc (dedicated slot) internal 64gb 4gb ram, 128gb 4gb ram main camera quad 48 mp, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, pdaf
8 mp, f/2.4, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 mp, f/2.4, (macro)
2 mp, f/2.4, (depth) features led flash, hdr, panorama video 1080p@30/60fps selfie camera single 8 mp, f/2.0, (wide) features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct bluetooth 5.1, a2dp, le positioning gps, glonass, bds nfc no radio fm radio usb usb type-c 2.0, otg features sensors fingerprint (side-mounted), accelerometer, proximity battery type li-po 5000 mah, non-removable charging 22.5w wired, 46% in 30 min (advertised) misc colors crush green, blush gold, midnight black models ppa-lx3 price about 160 eur ",lte,1 3 5 7 8 20 28 38 40,9,0,0,2020,165.7 76.9 9.3,165.7,76.9,9.3,206,1080 2400,395,1080.0,2400.0,395.0,6.7,6.7,ips lcd,android10,kirin710a,4gb ,128gb 64gb,0,48mp,8mp,bluetooth5.1,5000mah,14240.0
huawei,P smart 2021,"network technology gsm / hspa / lte 2g bands gsm 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 3, 5, 7, 8, 20, 28, 38, 40, 41 speed hspa, lte-a launch announced 2020, september 28 status available. released 2020, september 28 body dimensions 165.7 x 76.9 x 9.3 mm (6.52 x 3.03 x 0.37 in) weight 206 g (7.27 oz) sim dual sim (nano-sim, dual stand-by) display type ips lcd size 6.67 inches, 107.4 cm2 (~84.3% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) platform os android 10, emui 10.1, no google play services chipset kirin 710a (14 nm) cpu octa-core (4x2.0 ghz cortex-a73 & 4x1.7 ghz cortex-a53) gpu mali-g51 mp4 memory card slot microsdxc (dedicated slot) internal 64gb 4gb ram, 128gb 4gb ram main camera quad 48 mp, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, pdaf
8 mp, f/2.4, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 mp, f/2.4, (macro)
2 mp, f/2.4, (depth) features led flash, hdr, panorama video 1080p@30/60fps selfie camera single 8 mp, f/2.0, (wide) features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct bluetooth 5.1, a2dp, le positioning gps, glonass, bds nfc no radio fm radio, built-in antenna usb usb type-c 2.0, otg features sensors fingerprint (side-mounted), accelerometer, proximity, compass battery type li-po 5000 mah, non-removable charging 22.5w wired, 46% in 30 min (advertised) misc colors crush green, blush gold, midnight black models ppa-lx1, ppa-lx2 price about 230 eur tests performance antutu: 169253 (v8)
geekbench: 1334 (v5.1)
gfxbench: 7fps (es 3.1 onscreen) display contrast ratio: 1252:1 (nominal) camera photo / video loudspeaker -28.8 lufs (average) battery (old) endurance rating 119h ",lte,1 3 5 7 8 20 28 38 40,9,0,0,2020,165.7 76.9 9.3,165.7,76.9,9.3,206,1080 2400,395,1080.0,2400.0,395.0,6.7,6.7,ips lcd,android10,kirin710a,4gb ,128gb 64gb,0,48mp,8mp,bluetooth5.1,5000mah,20470.0
huawei,Enjoy 20 Plus 5G,"network technology gsm / hspa / lte / 5g 2g bands gsm 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands lte (unspecified) 5g bands 1, 3, 38, 41, 77, 78, 79 sa/nsa speed hspa, lte-a, 5g launch announced 2020, september 03 status available. released 2020, september 10 body dimensions 163.5 x 76.5 x 9 mm (6.44 x 3.01 x 0.35 in) weight 197 g (6.95 oz) sim dual sim (nano-sim, dual stand-by) display type ips lcd, 90hz size 6.63 inches, 106.1 cm2 (~84.8% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~397 ppi density) platform os android 10, emui 10.1, no google play services chipset mediatek mt6853v dimensity 720 (7 nm) cpu octa-core (2x2.0 ghz cortex-a76 & 6x2.0 ghz cortex-a55) gpu mali-g57 mc2 memory card slot nm (nano memory), up to 256gb (uses shared sim slot) internal 128gb 6gb ram, 128gb 8gb ram ufs 2.1 main camera triple 48 mp, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, pdaf
8 mp, f/2.4, 120˚ (ultrawide)
2 mp, f/2.4, (macro) features led flash, hdr, panorama video 4k@30fps, 1080p@30fps selfie camera single motorized pop-up  16 mp, f/2.2, (wide), 1/3.1"", 1.0µm features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct bluetooth 5.1, a2dp, le positioning gps, glonass, bds nfc no radio no usb usb type-c 2.0, otg features sensors fingerprint (side-mounted), accelerometer, gyro, proximity, compass battery type li-po 4200 mah, non-removable charging 40w wired misc colors black, blue, green, pink models frl-an00a price about 280 eur ",lte  5g,1,1,1 3 38 41 77 78,6,2020,163.5 76.5 9,163.5,76.5,9.0,197,1080 2400,397,1080.0,2400.0,397.0,6.6,6.6,ips lcd 90hz,android10,dimensity720,6gb  8gb ,128gb,ufs2.1,48mp,16mp,bluetooth5.1,4200mah,24920.0
huawei,Enjoy 20 Pro,"network technology gsm / hspa / lte / 5g 2g bands gsm 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands lte (unspecified) 5g bands 1, 38, 41, 77, 78, 79 sa/nsa speed hspa, lte-a, 5g launch announced 2020, june 19 status available. released 2020, june 24 body dimensions 160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in) weight 192 g (6.77 oz) sim dual sim (nano-sim, dual stand-by) display type ips lcd, 90hz size 6.5 inches, 102.0 cm2 (~84.7% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~405 ppi density) platform os android 10, emui 10.1, no google play services chipset mediatek mt6873v dimensity 800 (7 nm) cpu octa-core (4x2.0 ghz cortex-a76 & 4x2.0 ghz cortex-a55) gpu mali-g57mp4 memory card slot nm (nano memory), up to 256gb (uses shared sim slot) internal 128gb 6gb ram, 128gb 8gb ram ufs 2.1 main camera triple 48 mp, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, pdaf
8 mp, f/2.4, 120˚ (ultrawide)
2 mp, f/2.4, (macro) features led flash, hdr, panorama video 4k@30fps, 1080p@30fps selfie camera single 16 mp, f/2.0 features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct bluetooth 5.1, a2dp, le positioning gps, glonass, bds nfc no radio no usb usb type-c 2.0, otg features sensors fingerprint (side-mounted), accelerometer, gyro, proximity, compass battery type li-po 4000 mah, non-removable charging 22.5w wired misc colors magic night black, dark blue, galaxy silver models dvc-an20 price about 250 eur ",lte  5g,1,1,1 38 41 77 78,5,2020,160 75.3 8.4,160.0,75.3,8.4,192,1080 2400,405,1080.0,2400.0,405.0,6.5,6.5,ips lcd 90hz,android10,dimensity800,6gb  8gb ,128gb,ufs2.1,48mp,16mp,bluetooth5.1,4000mah,22250.0
huawei,Y6p,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41 speed hspa 42.2/5.76 mbps, lte-a cat4 150/50 mbps launch announced 2020, may 05 status available. released 2020, may 06 body dimensions 159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in) weight 185 g (6.53 oz) build glass front, plastic back, plastic frame sim single sim (nano-sim) or dual sim (nano-sim, dual stand-by) display type ips lcd size 6.3 inches, 95.8 cm2 (~81.3% screen-to-body ratio) resolution 720 x 1600 pixels, 20:9 ratio (~278 ppi density) platform os android 10, emui 10.1, no google play services chipset mediatek mt6762r helio p22 (12 nm) cpu octa-core (4x2.0 ghz cortex-a53 & 4x1.5 ghz cortex-a53) gpu powervr ge8320 memory card slot microsdxc (dedicated slot) internal 32gb 3gb ram, 64gb 3gb ram, 64gb 4gb ram emmc 5.1 main camera triple 13 mp, f/1.8, (wide), pdaf
5 mp, f/2.2, 120˚ (ultrawide)
2 mp, f/2.4, (depth) features led flash, hdr, panorama video 1080p@30fps selfie camera single 8 mp, f/2.0, (wide) features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct bluetooth 5.0, a2dp, le positioning gps, glonass, bds nfc yes (market/region dependent)med-lx9n (yes); med-lx9 (no) radio fm radio; built-in antenna usb microusb 2.0, otg features sensors fingerprint (rear-mounted), accelerometer, proximity battery type li-po 5000 mah, non-removable charging 10w wired
reverse wired misc colors phantom purple, emerald green, midnight black models med-lx9, med-lx9n price about 160 eur ",lte,1 2 3 4 5 7 8 20 28 34 38 39 40,13,0,0,2020,159.1 74.1 9,159.1,74.1,9.0,185,720 1600,278,720.0,1600.0,278.0,6.3,6.3,ips lcd,android10,heliop22,3gb  4gb ,32gb 64gb,emmc5.1,13mp,8mp,bluetooth5.0,5000mah,14240.0
huawei,Y5p,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 speed hspa, lte launch announced 2020, may 05 status available. released 2020, may 06 body dimensions 146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in) weight 144 g (5.08 oz) sim single sim (nano-sim) or dual sim (nano-sim, dual stand-by) display type ips lcd size 5.45 inches, 76.7 cm2 (~73.8% screen-to-body ratio) resolution 720 x 1440 pixels, 18:9 ratio (~295 ppi density) platform os android 10, emui 10.1, no google play services chipset mediatek mt6762r helio p22 (12 nm) cpu octa-core (4x2.0 ghz cortex-a53 & 4x1.5 ghz cortex-a53) gpu powervr ge8320 memory card slot microsdxc (dedicated slot) internal 32gb 2gb ram emmc 5.1 main camera single 8 mp, f/2.0, (wide), af features led flash, hdr, panorama video 1080p@30fps selfie camera single 5 mp, f/2.2 video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct bluetooth 5.0, a2dp, le positioning gps, glonass, bds nfc no radio fm radio usb microusb 2.0 features sensors accelerometer, proximity battery type li-po 3020 mah, non-removable misc colors mint green, midnight black, phantom blue models dra-lx9 price about 110 eur ",lte,1 2 3 4 5 7 8 20 28 38 40,11,0,0,2020,146.5 70.9 8.4,146.5,70.9,8.4,144,720 1440,295,720.0,1440.0,295.0,5.5,5.5,ips lcd,android10,heliop22,2gb ,32gb,emmc5.1,8mp,5mp,bluetooth5.0,3020mah,9790.0
